Main Term,Count
"Photocurrent vs. Excitation Power",1
"Photosensitive Area Diameter",1
"Output Electric Power",1
"Fluorescence Rate Constant",1
"A-exciton energy gap",1
"Mid-IR transmittance",1
"Average Perpendicular Lattice Parameter",1
"Cathodoluminescence linewidth",1
"Impurity Type",1
"Depth of Porous Structure",1
"UV photocurrent sensitivity",1
"Surface electron concentration",1
"Dielectric Constant Maximum",1
"Photoluminescence Peak Blue-Shift",1
"Photoconduction threshold",1
"Illuminated Resistivity",1
"Incorporation Type",1
"EL Peak Energy Shift",1
"QW Transition Energy",1
"Nuclear Spin Polarization Degree",1
"Superlattice Ordering",1
"Concentration in Target",1
"Hydrogen Bonded to Silicon",1
"Photoluminescence at 10 K",1
"Confinement Regime",1
"Second Harmonic Generation Enhancement Factor",1
"Phonon Confinement",1
"Schematic drawing",1
"Hole Width",1
"Dark Current Value",1
"Mesa Sidewall",1
"Effective PL lifetime",1
"Polaronic Shift for Binding Energy",1
"Surface Morphology after Oxidation",1
"Mo/S Ratio",1
"V-pit Formation",1
"Direct Band Edge Excitonic Transition",1
"Electron Concentration per Layer",1
"Real part of impedance",1
"Activation Energy for Hole Mobility",1
"Work Function / Electron Affinity",1
"Material Quality Indicator",1
"Photovoltage Polarity",1
"O Contamination",1
"Dark sheet conductivity",1
"Excess Free Carbon Content",1
"Band Tail Energy",1
"One-Photon Luminescence Intensity",1
"Deep level thermal activation energy",1
"Exciton Generation",1
"Photoactive Band Gap",1
"Diffraction Line Broadening",1
"Leg length",1
"Oxygen Partial Pressure",1
"Carrier transfer time",1
"XRD signal",1
"Chemical nature",1
"Bistability",1
"Microscopic Image",1
"Capacitive gap",1
"Input Voltage",1
"Induced Voltage",1
"XRD Composition Change",1
"ZnO Formation Temperature",1
"Se 3d Peak",1
"Domain Size Distribution",1
"RMS Phase Error",1
"Number of particles",1
"Growth success",1
"Channel Conductance",1
"Form factor",1
"Rheological Behavior",1
"Heterojunction Abruptness",1
"Self-healing",1
"Column Morphology",1
"Beam Energy",1
"Lattice bending",1
"RHEED Intensity Recovery",1
"Si carrier concentration",1
"Depletion",1
"Nearest-neighbor spacing",1
"Tunneling Energy",1
"Valence Band Dispersion",1
"Transverse magnetoresistance",1
"Ar Flow Rate",1
"Singlet-triplet gap",1
"Average Domain Size",1
"PICTS Spectra Shape",1
"Stress Reduction",1
"Exciton dephasing time",1
"Exchange Integral",1
"Non-radiative Energy Transfer Rate",1
"Brillouin Zone",1
"Plasma Pressure",1
"Strain sensitivity",1
"Photo-Hall effect",1
"Regrown Layer Thickness",1
"Doppler Broadening S Parameter",1
"Base-Collector Junction Area",1
"Impurity Diffusion",1
"Source-drain separation",1
"Arrhenius Activation Energy",1
"Number per unit cell",1
"Reduction State",1
"Number of confined electrons",1
"Surface relief",1
"Number of lasers",1
"Simulation software",1
"Presence, Size",1
"Heterointerface Sharpness",1
"Interface State Density at Midgap",1
"Signal presence",1
"SL Structure",1
"Charge Transfer Character",1
"Saturation Electron Mobility",1
"Deep Defect-Related Absorption Peak",1
"ECL signal enhancement",1
"B/G ratio",1
"Average Turn-on Electric Field",1
"Product of ns and μn",1
"Interface Density",1
"Hopping parameters",1
"Pressure-induced phase transition",1
"Characteristic energy donors, acceptors",1
"Functionalization Degree",1
"Buffer resistivity",1
"Separation Mechanism",1
"Transient transmission change",1
"Potential Barrier Shape",1
"Structure/Shape",1
"QD Array Morphology",1
"Maximum Undeformed Chip Thickness",1
"Elements present",1
"Dark-Dark Excitonic Splitting",1
"Melt Composition",1
"Areal SERS enhancement factor",1
"Ratio In/Cu in Film",1
"Surface Nitrogen Concentration",1
"Presence of Threading Defects",1
"Te/CdTe Ratio at Surface",1
"Photoanodic dissolution stabilization",1
"Defective Layer Presence",1
"Blocking phenomenon",1
"p-to-n Type Conversion Depth",1
"Blueshift of Band Gap",1
"Ferroelectric Domains",1
"Efficacy",1
"Local Oscillator Frequency",1
"X-ray Photoconductivity Gain",1
"Impp",1
"Top view morphology after 20 min etching",1
"Nominal Production Capacity",1
"Cluster Formation",1
"On/off Switching Behavior",1
"Charge-Compensation",1
"Presence of Diamond",1
"InN Peak FWHM",1
"Free-to-bound acceptor transition energy",1
"Spectral Response Maximum",1
"Interface Stress",1
"Stark Shift of Binding Energy",1
"Collector Efficiency",1
"Plasma damping",1
"Intrinsic a-Si:H:C luminescence intensity",1
"Optically Active Concentration",1
"Nuclear Spin",1
"Proximity Gap",1
"Maximum Differential Quantum Efficiency",1
"Ratio of Light Current to Dark Current",1
"UV-Vis Spectra",1
"Electroluminescence Energy",1
"Temperature Coefficient of Gap Energy",1
"Zero-bias photocurrent density",1
"Raman A1g/E2g mode intensity ratio",1
"Photocurrent kinetics",1
"Overall absorption",1
"Photovoltaic Performance",1
"Carrier Mobility vs. Carrier Concentration",1
"PV Cell Efficiency",1
"Photocurrent Saturation Voltage",1
"Absorbance Maxima",1
"Interfacial Dislocation Spacing",1
"Background luminescence",1
"Al mole composition",1
"Surface Stoichiometry after Etching",1
"Minimum Thickness",1
"Absorbance Profile",1
"TRPL Decay Time Constant",1
"Infrared Reflectance Spectrum",1
"FWHM reflection)",1
"Raman Signal",1
"Crystal direction",1
"Effective Potential Height for Electrons",1
"Rectifying I-V Characteristics",1
"Hole Traps",1
"Absorber",1
"Crystallization Rate",1
"Porosity percentage",1
"Ratio of UV to Deep Level Emission",1
"Al Doping",1
"I–V Barrier Height",1
"Excess Dark Current",1
"d spacing of plane",1
"Photovoltaic Voltage",1
"Output Power Enhancement",1
"Acceptor doping density",1
"Direct Modulation Capability",1
"Dielectric Peak",1
"Non-bonding states",1
"HOMO Energy Difference",1
"Resonance Position",1
"Saturation count rate",1
"Total N Incorporation",1
"Catastrophic Optical Damage",1
"Photonic Stopband Position",1
"Near-Field Width",1
"1S bleaching dynamics",1
"Surface film",1
"Apparent Sheet Density",1
"Interparticle Separation Distance",1
"Polarity Control",1
"Frequency of Operation",1
"Interface Sharpness/Gradient Width",1
"Free Energy of Electron Injection",1
"Excitonic Broadening Parameter",1
"Saturation Carrier Density",1
"Amount of absorbed dye",1
"Not explicitly detailed structural characterization",1
"In concentration",1
"Structural/Morphological Changes",1
"Interface Area",1
"Simulation Method",1
"Fourier Transform Infrared Spectroscopy",1
"Residual Absorption",1
"Ellipsometric angle",1
"Surface Electronic Properties",1
"Poisson's ratio",1
"Photoconductive Effect",1
"Optimized Crystal Structure",1
"Homogeneity of Film",1
"Contact Formation",1
"Mean atomic number",1
"Urbach Energy Width",1
"Width at Half-Height",1
"Transmitted Irradiance Spectrum",1
"Reduction onset",1
"Carrier Collection",1
"EBL effective barrier height",1
"Optical pulsewidth",1
"XRD FWHM 2θ",1
"Peak Identification",1
"Pulse Duration",1
"Quantum Yield for Multiple Exciton Generation",1
"Elementary Composition",1
"Radiative defect density",1
"Surface Current Distribution",1
"Shunt Resistance",1
"Magnetic Field Intensity",1
"Maximum size",1
"Array resolution",1
"Ion temperature",1
"C-H Local Vibrational Mode Absorption Peak Position",1
"Noise Gain",1
"LPE Sensitivity",1
"Carrier Extraction Efficiency",1
"LRS Resistance",1
"Readback Signal Amplitude",1
"Brittleness",1
"Dark electron mobility",1
"Concentration of charged centers",1
"Solidus Composition",1
"Response to TEA",1
"Infrared PL",1
"Peak D*",1
"CdTe Solar Cell Efficiency",1
"Structural Homogeneity",1
"Channel separation",1
"Transverse sound velocity",1
"Flake Thickness",1
"Number of Shells",1
"Average charging power",1
"Ring Structures",1
"Mean Square Displacement",1
"Temporal noise",1
"Magnetic Flux",1
"Practical Application",1
"Scaling Factor",1
"Exponential Tail State Energy",1
"Photoresponse Linearity",1
"Dark Resistivity Activation Energy",1
"Electrical Current",1
"Geometric Shape",1
"Activation Rate",1
"Etch Track Directionality",1
"Current-Collapse Ratio",1
"Growth challenges",1
"Thermal conductivity",1
"Process Temperature",1
"Axial orientation",1
"Energy Contribution",1
"Top Radius",1
"Modulator Length",1
"Performance Index",1
"Total Relative Abundance",1
"Intrinsic concentration",1
"Tunneling Lifetime",1
"Presence in Sample",1
"Redox couple",1
"H/E ratio",1
"Response Amplitude",1
"Dihedral Angle between adjacent thiophene rings",1
"Averaged Basal Diameter",1
"Substrate Refractive Index",1
"Circuit structure",1
"Edge-to-edge distance",1
"Transparency and Conductivity",1
"Self-Consumption Rate",1
"Absorption Anisotropy",1
"Effective Hole Mass at VBM",1
"ICRN Product",1
"Relative C=N Composition",1
"Peak Pressure Coefficient",1
"VBM Energy Level",1
"Photon-to-Hydrogen Efficiency",1
"Core Level to Valence Band Edge Binding Energy",1
"Electrical connection",1
"UV PL/BL Ratio",1
"Presence of Carbon Phase",1
"Subband Spacings",1
"Presence of Secondary Phases/Metal Related Peaks",1
"Impurity Contamination Depth",1
"Grid Period",1
"Quantum Efficiency of Photoeffects",1
"Composition - Matrix",1
"Tunable Photoluminescence",1
"Loss in Current Density per Unit Mass",1
"Desorption Coefficient",1
"Interface Level Alignment",1
"Average Stress",1
"Second Order Raman Feature Position",1
"HAADF-STEM",1
"T80 Operational Lifetime",1
"Electrical Measurement",1
"Peak Spacing",1
"Coefficient of Performance",1
"Phase Breaking Length",1
"Characteristic temperature for Efros–Shklovskii VRH",1
"Measurement Range",1
"Instability",1
"Precursor Decomposition Efficiency",1
"AES Depth Profile",1
"Weight Change due to Hot Corrosion",1
"Scribe Line Morphology",1
"Specific Energy",1
"Cooling System",1
"Crystalline Quality - FWHM of X-ray rocking curves",1
"Free B Exciton Energy",1
"3D Morphology",1
"Photoluminescence emission maxima",1
"Si-N Bond Concentration",1
"Potential for Band Gap Engineering",1
"Interfacial Recombination Velocity",1
"Emission Band FWHM",1
"XRD Intensity Ratio",1
"Half-width",1
"PL line width",1
"Bulk State Density",1
"Emission Wavelength Uniformity",1
"Absorption characteristic",1
"Slow Surface State Density",1
"Silicon doping level",1
"Energy Band",1
"PL Emission Attribution",1
"Optical Reflection Spectrum",1
"Overall Device Structure/Morphology",1
"Average Aluminium content",1
"E2H phonon mode energy shift",1
"Output Voltage Saturation",1
"Density of Deep Level Electron Traps",1
"Bulk Leakage Current",1
"Nanowire Height",1
"Interface Region Structure",1
"AR Coating Reflectivity",1
"Substrate doping concentration",1
"Reflection Spectrum Feature",1
"Theoretical Efficiency Limit",1
"Defect profile",1
"Spatial Distribution of PL Emission",1
"Annealing Method",1
"Intergrain Barrier Height",1
"Bound Exciton PL FWHM",1
"Undoped carrier concentration",1
"Grain Size 'D'",1
"Electron Activation Energy",1
"Contribution to band edge shift",1
"Electron Transition Energy",1
"PLE Signal Intensity",1
"Work Function Reduction",1
"Maximum polarization",1
"Edge Structure",1
"Background Electron Density",1
"Dominant defect type",1
"DBE Peak Position",1
"Average Crystal Radius",1
"Emission decay kinetics",1
"Density / Surface Coverage",1
"Dispersion Quality",1
"Trap Depth",1
"Photoelectrochemical Current Generation",1
"Lateral Size / Morphology",1
"Average electron velocity",1
"Analytically Modelled Dielectric Loss",1
"Characteristic time constant",1
"FWHM of ω-scan",1
"UV Photoresponse Switching",1
"Average Arithmetical Roughness",1
"Deposition Outcome",1
"In-plane misfit strain",1
"Cooling Temperature",1
"Optimized Geometric Parameters",1
"YL Peak Intensity",1
"Tapered Section Length",1
"Substrate Surface Condition",1
"Electron Emission Threshold",1
"Conductance Change",1
"Dielectric Relaxation Mode",1
"Lateral Composition Modulation",1
"Photocatalytic enhancement factor",1
"Relative Intensity of Oxygen 1s Peak",1
"O 1s Peak Area Ratio",1
"Electrical Resistance Variation",1
"Excitation mechanism",1
"Compensation factor",1
"Heating Rate",1
"Hot-carrier Cooling Dynamics",1
"Band edges contribution",1
"Pillar Formation",1
"Cd distribution",1
"Electrical Compensation State",1
"Electrical crosstalk",1
"Facets present",1
"Nonporous SiC H-Etch Rate",1
"Absolute Surface Energy",1
"Electron concentration in MQWs",1
"Forward-Bias Ideality Factor",1
"Photon Detection Efficiency",1
"Peak Area",1
"Temperature Resolution",1
"Interface Thermal Resistance",1
"Strain Uniformity",1
"Strain perpendicular to the film",1
"IF Bandwidth",1
"Vacuum Level Misalignment",1
"Run-to-run Reproducibility",1
"Flare Angle",1
"Intrinsic Type",1
"Groove period",1
"Differential Lifetime",1
"Interface Formation Energy",1
"Surface Pretreatment",1
"Transition Linewidth",1
"RMS Spot Diameter",1
"Composition Modulation Period",1
"Uptake",1
"Raman characteristic parameter",1
"Integrity",1
"Exciton Concentration",1
"Responsivity-Bandwidth Product",1
"Apex Diameter",1
"Octahedral TMO6 Bond Angles",1
"Propagation Angle",1
"Threshold Frequency",1
"IR Responsivity",1
"Spectral Response Ratio",1
"ODMR Linewidth",1
"Lattice Image Contrast",1
"Not Applicable / Not Reported",1
"SPV Spectral Response",1
"Recognition Performance",1
"Wall width",1
"Feature Size Distribution",1
"Onset Potential Shift",1
"Mean temperature",1
"Preparation conditions",1
"NBO Charge",1
"Photon diffusion length",1
"Format Size",1
"Connectivity",1
"IBE/IYL Ratio",1
"Steps",1
"Splay elastic constant",1
"PhC Structure",1
"Surface potential decay",1
"Parity-Forbidden Transitions",1
"Dark conductivity prefactor",1
"Tailing Parameter",1
"Chemical Interface Width",1
"Charge Dissociation Efficiency",1
"Interface Heterogeneity",1
"Constant K",1
"Dopant Content",1
"Vertical thickness",1
"Ec - Ed",1
"Number of Segments",1
"Design Optimization",1
"Deposition location",1
"Diameter Control",1
"Cl/Si ratio",1
"Stress Gradient",1
"Al composition distribution",1
"Hole Affinity",1
"Dynamic RON",1
"Position Control",1
"Stretching Parameter",1
"Non-steady-state Photoelectromotive Force",1
"Radiometric performance",1
"Orbital magnetic moment",1
"Migration Barriers",1
"Mirror type",1
"Stress Component",1
"Material Dispersion",1
"O2 Flow Rate",1
"NIR Transmission",1
"Semicrystalline nature",1
"Intermolecular packing",1
"Epilayer Tilt",1
"Optimized Dihedral Angles",1
"Microloading effect",1
"Average Error",1
"Minimum Distance",1
"Saturated Vapor Pressure",1
"Layer Orientation",1
"Number of dots",1
"Er3+-related Infrared PL Intensity",1
"As4 Pressure",1
"Presence and morphology",1
"Extrinsic Cutoff Frequency",1
"Presence of GO",1
"PECVD Process Optimization",1
"Sensitivity Index",1
"Eigenfrequency",1
"Number of Steps",1
"TM-TM distance",1
"Well Fill Capacity",1
"Frequency detuning",1
"Monolayer Confirmation",1
"Pretilt Angle",1
"Electrical Parameters",1
"Collision energy",1
"Charge collection probability",1
"Weld Quality",1
"Common Mode Rejection Ratio",1
"Ferromagnetic moment",1
"Eu³⁺ Luminescence Peak Position",1
"Overlap population",1
"Product",1
"MTT cell viability",1
"ROS production",1
"Remaining Absorbance at ICT Maximum",1
"Experimental value of the anisotropy distance s, for BaTiO,",1
"Experimental value of the anisotropy distance s, for LiNbO,",1
"Localization Lifetime",1
"Gas Evolution",1
"Luminous Transmittance",1
"Diameter of Impedance Arc",1
"Extracted Compensating Donor Concentration",1
"Electronic Quality",1
"Pz Orbital Passivation",1
"Pigment Volume Concentration",1
"Cyclic Ablation Resistance",1
"Monochromatic PV Efficiency",1
"Lamellar Packing Order",1
"Silane flow",1
"Dielectric tensor element exy",1
"Dependence on Junction Type",1
"C2-C1-Zr Bond Angle",1
"Photocurrent vs. excitation energy at various bias voltages",1
"p-type contact resistance",1
"Structure after annealing",1
"Temperature Dependence of Differential Gain",1
"Cd Diffusion",1
"Si Substrate Raman Peak",1
"Optical Eye Diagram Opening at 40 Gb/s",1
"Relative Raman Shift",1
"Presence of Dislocations and Stacking Faults",1
"Far-Field Intensity Profile",1
"EL intensity vs. current density",1
"PC Peak Intensity Temperature Dependence",1
"Cross-sectional Morphology of Cavity",1
"Nanorod Growth Orientation",1
"Temperature Dependence of Free Exciton Emission Spectra",1
"Interface between substrate and epitaxial layer",1
"Surface Plasmon Polariton",1
"Au 4f binding energy",1
"Hole capture coefficient",1
"Aggregation of CdS Quantum Dots",1
"FTIR Peak",1
"Photocurrent-Photovoltage Characteristics",1
"In-plane Lattice Mismatch with AlN",1
"UV detection performance",1
"Fabry–Perot Cavity Response",1
"X-ray rocking curve peak count",1
"Micro-Photoluminescence FWHM",1
"Implication for Doping Type",1
"Band-edge Transition Energy",1
"Fermi level - Valence band maximum",1
"Photoluminescence Peak Wavelength",1
"Solar Cell Performance Metrics",1
"PL Band Peak Position",1
"Excitonic Peaks",1
"Lateral far-field angle",1
"ZnO Seed Layer Morphology",1
"Elemental ratio",1
"Photocurrent Responsivity",1
"Layered Structure Description",1
"Concentration Range Tested",1
"Transition Temperature Dependence",1
"Measured Gap Distance",1
"Electrical Impedance Spectroscopy",1
"BL peak position",1
"Surface ZnSO₄ Concentration",1
"Temperature shift of absorption edges",1
"Oxidation state of Zn",1
"Output Efficiency",1
"Interlayer Exciton Emission",1
"TM/TE Intensity Ratio",1
"SEM Image of Array",1
"SnO2 Layer",1
"Etch Rate Dependence on RF Power",1
"p-Contact Material",1
"Lifetime and Stability",1
"Etched Pattern Shape",1
"Ga+ emission intensity",1
"Dark Count Probability per Gate",1
"Normalized Noise Power Density",1
"Acoustic phonon limited mobility",1
"UV-Induced Conductivity Change",1
"Hole Formation",1
"Angular Distribution of Emission",1
"Photo-electrochemical Response",1
"Al2O3 crystallinity",1
"ISB Luminescence Peak Energy",1
"Raman Peak",1
"Emission Intensity Variation",1
"Overall Crystal Structure Confirmation",1
"I/V characteristic",1
"Doping & Activation",1
"Photosensitivity Peak Wavelength",1
"Valence Band Offset",1
"Green Emission Peak Wavelength",1
"Coating Thickness Uniformity",1
"Front Facet Coating Reflectivity",1
"NBE Peak Energy",1
"Long-wavelength edge of photosensitivity spectrum",1
"GaP Interlayer Thickness",1
"RHEED Intensity Oscillation Period",1
"Crystallographic Plane Rocking Curve FWHM",1
"Conduction Band Edge Electron Effective Mass",1
"Growth sequence and layer structure",1
"Full-Width Half Maximum of Diffraction Peaks",1
"0.45 eV Electron Trap Concentration",1
"Initial Growth Stage",1
"Length of ZnO nanorods",1
"Electroluminescence Threshold Current",1
"AlN Buffer Thickness",1
"Spectral width of lasing lines",1
"Impurity Transition Energy",1
"Electron transfer efficiency",1
"Performance Stability",1
"Photovoltage Signal Sign",1
"QDs In concentration",1
"Sidewall Inclination",1
"Absorption Edge",1
"Trap-Assisted Tunneling Current",1
"Minority-carrier electron lifetime",1
"Effective refractive index of waveguide mode",1
"Heavy Hole Confinement Energy",1
"Open-circuit voltage increase",1
"Band-gap frequency",1
"Responsivity vs. Optical Intensity Dependence",1
"Critical Thickness For Strain Relaxation",1
"Surface barrier",1
"QD Film Morphology",1
"Channel carrier concentration",1
"C Impurities",1
"Thermal Mismatch Strain",1
"Ground State Bleach Recovery Kinetics",1
"H2 Production",1
"Orientation Relation with GaN",1
"Junction Doping Level",1
"Defect Radius",1
"Presence/Binding",1
"Mask Erosion",1
"Graded Layer Composition",1
"Entanglement fidelity",1
"Photon Correlation",1
"0.4 µm Line/Space Clearing Dose",1
"Emission Barrier",1
"Phonon assisted tunneling",1
"Phonon Mean Free Path",1
"Temperature-independent broadening parameter",1
"As-grown Resistivity",1
"C Incorporation",1
"pH of Solution",1
"AlN/Si Interface",1
"Microcavity Resonance Wavelength",1
"Spectral Gap",1
"Radiation Intensity",1
"Photoinduced electron-transfer",1
"Zn:Te Flux Ratio",1
"Laser frequency",1
"Dot-to-dot Separation",1
"Doping Background",1
"Etch-Stop Layer Thickness",1
"Absorbed water concentration",1
"Mask Effectiveness",1
"Modulated Photocurrent Phase Shift",1
"Dark Current Arrhenius plot behavior",1
"Pore Wall Thickness",1
"Phonon Polaritons",1
"Graphene Coverage",1
"QD Loading",1
"Predicted Efficiency",1
"Presence of Sapphire Substrate Influence",1
"Inter-pillar Spacing",1
"n-region Thickness",1
"Transmission Parameter S21",1
"Operating Voltage at 5 mW Output",1
"PL FWHM dependence on excitation intensity",1
"Absorbance on ZnO",1
"Regeneration Capability",1
"Appearance of 3D growth mode",1
"Valence Band Mixing",1
"Modal optical gain",1
"Secondary Ion Mass Spectroscopy",1
"Real Sample Accuracy",1
"Edge states presence",1
"Charge State of Defects",1
"Anisotropy in transport",1
"Radiation Sensitivity",1
"PL Peak Variation",1
"Band-edge Photoluminescence Energy",1
"Lateral Size of Crystallites",1
"Band-gap Shift",1
"UC Luminescence",1
"Exciton peaks",1
"First Excitation Energy",1
"Stimulated Emission Peak FWHM",1
"Temperature sensitivity of integrated luminescence intensity",1
"Photoluminescence Intensity Stability",1
"XRD peaks observed",1
"Raman shift of confined A1 mode",1
"Etching Rate dependence on Ion Energy",1
"PL Decay Time",1
"Ga/N Ratio",1
"Gap between Fermi Energy and Valence Band Maximum",1
"Temperature Dependence of Resistivity",1
"Full Width at Half Maximum of Raman Peak",1
"Light vs. Current Characteristics",1
"Integrated photoluminescence",1
"DC Photoconductor Gain",1
"Crystal Quality FWHM)",1
"Bulk Heterojunction Formation",1
"Optical absorption coefficient α",1
"Cu Composition",1
"Recombination Loss Parameter",1
"Morphological Defects",1
"Temperature-dependent Radiative Decay Time",1
"Band Tail States Density",1
"NBE/Defect Emission Intensity Ratio",1
"Deep Level Emission Wavelength",1
"Morphological Analysis",1
"FWHM of GaN X-ray diffraction rocking curve",1
"ZnO Nanoparticle Arrangement",1
"Epitaxial nature and orientation",1
"Trapping Energy",1
"EL Emission Location",1
"Undoped ZnO Film Thickness",1
"Crystal Quality / Lattice Parameter",1
"In-plane Magnetic Anisotropy Field",1
"Morphology of Blend Film",1
"Impulse Response Rise Time",1
"Capacitance-Voltage Curves",1
"Sensitivity Analysis",1
"Ionization State",1
"Peak 1 Raman energy",1
"Threshold Energy for Valence Band Transition",1
"Direct transition Eo energy",1
"Dispersive Parameters",1
"Laser Spectrum",1
"Maximal Active-Region Temperature",1
"Active Layer Absorption",1
"Stimulated emission linewidth",1
"Conduction Band",1
"Reverse Current-Voltage Characteristic",1
"Conduction band bottom",1
"Bi-S Bond Length",1
"Ideal Factor",1
"Iodine Vacancy",1
"Overall Transparency",1
"PL quenching effect",1
"Index step",1
"GaN PL Peak Wavelength",1
"Light collecting efficiency",1
"Green Emission Quantum Efficiency",1
"D-peak Position",1
"Stark Shift of Exciton Peaks",1
"Laser Repetition Rate",1
"Satellite peaks in DCXRD rocking curve",1
"Oxygen-Containing Groups",1
"Stacking Faults Length",1
"Maximum Crack-Free Thickness",1
"Stimulated Emission Polarization",1
"Diode Barrier Height",1
"PL Emission Energy Shift due to Annealing",1
"Infrared PL intensity",1
"Angular Emission Distribution",1
"Rate of Exciton Excitation Transfer",1
"Dot Structure Formation",1
"Two-dimensional Doping Concentration",1
"Excitation Rate",1
"Effective Mass of Charge Carriers",1
"Reflection High-Energy Electron Diffraction Pattern",1
"Si-H Related Absorption Bands",1
"Electrical thickness",1
"Schottky Diode Turn-on Voltage",1
"Donor-Acceptor Separation",1
"Solar Transmittance",1
"Phase Purity and Orientation",1
"Guard Ring",1
"Anodic current density",1
"Hall Voltage vs. Magnetic Field",1
"Membrane Morphology",1
"Structure Dimensions",1
"Tip Composition",1
"Intrinsic Loss",1
"Cell Width",1
"Data Acquisition",1
"Standard deviation of height",1
"Gallium Contamination",1
"Refractive index uniformity",1
"Efficiency Standard Deviation",1
"HOMO Onset Binding Energy",1
"Confinement Length",1
"Phase error",1
"Chemical Sensing",1
"Charging Effect",1
"Number of Subbands",1
"Photodiode Active Area",1
"Average inter-particle distance",1
"Lateral Size of Mesa",1
"VOC Stability",1
"Average Bond Angle",1
"Formation of n+–n––p-structure",1
"Presence in Shell",1
"TEM High Resolution",1
"Electron Density at Steady State",1
"Raman Calculated stress",1
"Efficiency factor",1
"Self-powered photocurrent",1
"InAs Coverage",1
"Peak transition",1
"Standard RIE Etch Rate",1
"Two-photon Photoluminescence Intensity",1
"Multi-phonon absorption",1
"Ga Grading",1
"Dissipated Power",1
"Presence as decomposition product",1
"Pump Beam Absorption Coefficient",1
"Autocorrelation pulse width",1
"Saturation mobility",1
"Phase-Matching Bandwidth",1
"Cathodic Peak Potential",1
"Presence of E1 mode",1
"Input Matching",1
"Pressure Range",1
"Energy Band Diagram near Active Region",1
"In-grown Stacking Fault Type: Double Shockley Stacking Fault",1
"Reverse leakage mechanism",1
"Emitter Resistance",1
"Morphology of Perovskite on ZnO",1
"Off-time Distribution Exponent",1
"Switching Conductance",1
"Lattice Parameter Recovery",1
"Giant Zeeman Effect",1
"DLTS Trap E1",1
"Absorption of Sunlight",1
"Presence of CuPt-type ordering",1
"Wafer bow curvature radius",1
"Half-power Beam Width",1
"Process Speed",1
"Estimated Output Gain",1
"Nucleation Activation Energy",1
"Ionic State",1
"Inter-particle distance",1
"RHEED Oscillation Damping",1
"Patterned Feature Size",1
"Deep level T3",1
"Off-Resonant Coupling",1
"Atomic percentage in film",1
"Etched Thickness",1
"Pad Parasitic Capacitance",1
"J-V Characteristic Region 4",1
"Elemental Homogeneity",1
"Strain State Mode FWHM)",1
"Calculated Stack Efficiency",1
"Interplanar Angles",1
"Open circuit voltage dependence on light intensity slope",1
"Deformation Profile",1
"Etch Mask",1
"Au Nanoparticle Presence",1
"MQW Satellite Peak Features",1
"Core/Shell Ratio",1
"Atomic Resolution Structure",1
"Chamber Pressure during Growth",1
"Surface Fluorine content",1
"Transport Rate",1
"Photoluminescence - Green Band Emission",1
"Raman E2 Intensity",1
"Roughness Average",1
"DCXRD rocking curve FWHM",1
"Upper Cladding Material",1
"Crystalline Quality - Reflection FWHM",1
"pn-junction Position",1
"Crystallite Size for",1
"Conduction Band Minimum from Fermi level",1
"Presence of AlN E2 Phonon Mode",1
"Schematic Diagram of Device",1
"Surface morphology of ZnO",1
"Transient absorption bands",1
"Defect Concentration Evolution",1
"Dark Current Instability",1
"Cross-sectional TEM morphology",1
"Density of Slow Traps",1
"Magnesium Concentration Profile",1
"Transient Response",1
"X-ray Diffraction Peak Width",1
"Sub-band Energy Levels",1
"Spectrally Integrated PL Decay Time",1
"Average GaN Growth Rate",1
"Biexciton Energy",1
"Surface state/defect concentration",1
"Rocking Curve FWHM of Reflection",1
"Average Nanowire Height",1
"EX absorption spectrum line shape",1
"Edge Output Emission Intensity",1
"Bond Structure",1
"Strain in lattice constant a",1
"Weighted Average Electron Mobility",1
"Misfit dislocation network",1
"Donor-Acceptor Transition Character",1
"Structural phase transition temperature",1
"Simulated Hole Distribution",1
"Substrate thinning",1
"Sn-to-S Ratio",1
"Output Light Intensity",1
"Zero-field mobility",1
"YL/BE Intensity Ratio",1
"Minority carrier mobility",1
"Main Peak Energy in Real Dielectric Function",1
"Luminous Efficacy of Optical Radiation",1
"Density-of-states Effective Mass Product",1
"No-phonon transition energy",1
"Dislocation inclination angle",1
"Presence of c-Si Substrate Peaks",1
"Thickness of Superlattice Periods",1
"Electron Diffraction",1
"Operation Voltage",1
"Dominant acceptor impurity",1
"Device Cross-section",1
"Reflectivity R",1
"Scattering Cross-Section Spectrum",1
"Threshold photocarrier density",1
"Presence of lattice rotations",1
"Slope of I-V curve",1
"Top-view SEM Image",1
"Thermal Stability of PL",1
"Heterostructure Layer Sequence",1
"Thermal-to-Electric Conversion Efficiency",1
"Crack Probability",1
"Fe/O Ratio",1
"Interface crystallography",1
"Normal Incidence Absorption",1
"Rejection of Visible Light",1
"Alignment Method",1
"Minimum Beam Diameter",1
"Purcell Enhancement",1
"Cavity area",1
"Photoluminescence - Visible Emission Intensity",1
"Laser Threshold Pump Power",1
"Semiconductor-to-Metal Transition",1
"Chemical Potential Shift",1
"Mode Polarization",1
"Effective Dynamic Impedance-Area Product",1
"Lateral Size of surface features",1
"Al2O3/4H-SiC Interface Morphology",1
"Field-Effect Carrier Mobility",1
"P-band Energy",1
"Output Power vs. Injection Current",1
"Sidewall Verticality",1
"Fall time of pulse response",1
"Oxygen-to-Zinc Ratio",1
"Universal anisotropy index",1
"Carrier Concentration in Interface Region",1
